_id,Inspection ID,Facility ID,Facility Name,Facility Address,Facility Address 2,Facility Municipality Name,Facility City,Facility County,Facility State,Facility Postal Code,Facility Latitude,Facility Longitude,Venue Type,Inspection Date,Inspection End,Inspection Purpose,Inspection Passed,Inspection Number,Inspector Name,"Free Chlorine, Shallow","Free Chlorine, Deep","Combined Chlorine, Shallow","Combined Chlorine, Deep","Free Bromine, Shallow","Free Bromine, Deep","pH Value, Shallow","pH Value, Deep",Cyanuric Acid,Turnover,Enclosure,Main Drain Visible,Safety Equipment,Disinfectant Level,pH Balance,No Imminent Health Hazards,Abated Date
127509,200467,8936,PARK WEST 205 APARTMENT POOL,1000 PARK WEST PLACE,,Robinson Township,Pittsburgh,Allegheny County,PA,15205,40.4331489,-80.14266355,POOLS (OUTDOOR),2022-07-08T13:20:00,2022-07-13T14:00:00,FOLLOW UP INSPECTION,t,2,MANOWN MARYANN,4,,0.2,,,,7.4,,70,45,t,t,f,t,t,t,6/22/2023
127511,200495,2315,MEWS POOL,710 BROWNS LANE,,Ross Township,PITTSBURGH,Allegheny County,PA,15237,40.5459084,-80.02094927,POOL (CONDO OUTDOOR),2022-07-13T14:30:00,2022-07-14T15:30:00,INITIAL INSPECTION,f,1,NOBBS SCOTT,1,1,0,0,,,7.2,7.2,,275,t,t,t,t,t,t,7/14/2022
127512,200530,750,GREENBRIER VILLAGE APARTMENTS POOL,1701 GREENVALLEY DRIVE,,Scott Township,PITTSBURGH,Allegheny County,PA,15220,40.3980219,-80.06187723,POOLS (OUTDOOR),2022-07-14T13:20:00,2022-07-15T13:45:00,INITIAL INSPECTION,t,1,WOLFE CURRIER,3.6,,0,,,,7.4,,,65,t,t,f,t,t,t,8/25/2023
127514,200573,9717,KAUFMANNS GRAND ON 5TH POOL,434 5TH AVENUE,,Pittsburgh,Pittsburgh,Allegheny County,PA,15219,40.43970233,-79.99807596,POOLS (OUTDOOR),2022-07-12T11:00:00,2022-07-18T11:45:00,INITIAL INSPECTION,t,1,MURPHY COLLEEN,2,,0,,,,7.3,,,20,t,t,f,t,t,t,7/18/2022
127526,201146,2481,MAIDENBRIDGE & CANONGATE COMMUNITY POOL,100 WHITE HAMPTON LANE,,Whitehall,PITTSBURGH,Allegheny County,PA,15236,40.3641475,-79.99831864,POOLS (OUTDOOR),2022-08-17T14:00:00,2022-08-17T14:15:00,FOLLOW UP INSPECTION,t,3,CONLEY FAON,,,,,,,,,,,t,t,t,t,t,t,8/17/2022
127530,200829,2031,BANKSVILLE POOL / CITY OF PITTSBURGH,1461 CRANE AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15220,40.4147718,-80.04016006,POOLS (OUTDOOR),2022-07-28T15:30:00,2022-07-29T15:35:00,INITIAL INSPECTION,t,1,MANOWN MARYANN,,,,,,,,,,,t,t,t,t,t,t,8/29/2022
127532,200852,1133,CROWNE PLAZA - PITTSBURGH SOUTH POOL,164 FORT COUCH ROAD,,Bethel Park,PITTSBURGH,Allegheny County,PA,15241,40.34589273,-80.05262047,POOLS (OUTDOOR),2022-08-29T12:45:00,2022-08-01T13:45:00,INITIAL INSPECTION,f,1,CONLEY FAON,3.4,3.4,0,0,0,0,7.2,7.2,,70,t,t,t,t,t,t,8/2/2022
127535,200909,5427,CROSSROAD TOWERS POOL,200 SOPHIA  DRIVE,,Baldwin,PITTSBURGH,Allegheny County,PA,15236,40.34191781,-79.96917624,POOLS (OUTDOOR),2022-08-04T11:00:00,2022-08-04T12:15:00,INITIAL INSPECTION,f,1,CONLEY FAON,2,2,0,0,,,7.6,7.6,,100,t,t,t,t,t,t,8/5/2022
127538,200948,9717,KAUFMANNS GRAND ON 5TH POOL,434 5TH AVENUE,,Pittsburgh,Pittsburgh,Allegheny County,PA,15219,40.43970233,-79.99807596,POOLS (OUTDOOR),2022-08-01T09:30:00,2022-08-08T10:00:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,,,,,,,,,,,t,t,t,t,t,t,8/1/2022
127541,200805,1414,HYATT PLACE POOL,260 N SHORE DRIVE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15212,40.44665593,-80.00914723,POOLS (INDOOR),2022-07-27T14:00:00,2022-07-28T14:30:00,FOLLOW UP INSPECTION,t,4,NOBBS SCOTT,,,,,,,,,,,t,t,f,t,t,t,8/18/2022
127542,200814,49,FOX CHAPEL RACQUET CLUB WADING POOL,355 HUNT ROAD,,Fox Chapel,PITTSBURGH,Allegheny County,PA,15238,40.51077363,-79.89246248,WADING POOL SYSTEM,2022-07-27T11:30:00,2022-07-28T13:30:00,FOLLOW UP INSPECTION,t,3,FREEMAN MICHELE,4.8,,0.2,,0,0,7.6,,<50,80,t,t,f,t,t,t,8/9/2023
127543,200843,4141,TORRENTE APARTMENTS POOL,2565 BOYCE PLAZA  ROAD,,Upper St Clair Township,PITTSBURGH,Allegheny County,PA,15241,40.32251609,-80.11355233,POOLS (OUTDOOR),2022-07-29T14:10:00,2022-08-01T14:25:00,FOLLOW UP INSPECTION,t,2,WOLFE CURRIER,4.2,,0.2,,,,7.4,,>100,,t,t,f,t,f,t,6/7/2023
127544,200847,2481,MAIDENBRIDGE & CANONGATE COMMUNITY POOL,100 WHITE HAMPTON LANE,,Whitehall,PITTSBURGH,Allegheny County,PA,15236,40.3641475,-79.99831864,POOLS (OUTDOOR),2022-07-29T09:30:00,2022-08-01T10:30:00,FOLLOW UP INSPECTION,t,2,CONLEY FAON,4.8,4.8,0,0,0,0,7.4,7.4,,168,t,t,f,t,t,t,8/17/2022
127546,200874,4241,CAMP GUYASUTA SPRAY PAD,300 23RD STREET  EX EXTENSION,,O'Hara Township,PITTSBURGH,Allegheny County,PA,15238,,,WADING POOL SYSTEM,2022-08-01T13:00:00,2022-08-02T15:00:00,INITIAL INSPECTION,t,1,FREEMAN MICHELE,18,,0.6,,0,0,8,,<50,120,t,t,t,t,f,f,8/9/2023
127547,200875,2275,CAMP GUYASUTA POOL,300 23RD STREET EX EXTENSION,,O'Hara Township,PITTSBURGH,Allegheny County,PA,15238,,,POOLS (OUTDOOR),2022-08-01T13:00:00,2022-08-02T15:00:00,INITIAL INSPECTION,t,1,FREEMAN MICHELE,5.8,5,0.6,0.6,0,0,8,8,<50,400,t,t,t,t,f,t,8/9/2023
127548,200878,2216,PITTSBURGH FIELD CLUB - WADING POOL,121 FIELD CLUB ROAD,,Fox Chapel,PITTSBURGH,Allegheny County,PA,15238,40.51312114,-79.88989824,WADING POOL SYSTEM,2022-08-01T09:00:00,2022-08-02T09:30:00,FOLLOW UP INSPECTION,t,3,FREEMAN MICHELE,6.2,,0.2,,0,0,7.8,,<50,60,t,t,t,t,t,f,
127551,201016,1412,SKYBAR PITTSBURGH - POOL,1601 E CARSON STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15203,40.42901773,-79.98254896,POOLS (OUTDOOR),2022-08-11T13:00:00,2022-08-11T14:00:00,INITIAL INSPECTION,t,1,CONLEY FAON,4.2,,0,0,0,0,7.4,,,20,t,t,f,t,t,t,
127552,201033,11060,TRELLIS NORTH FAYETTE POOL,1500 PARK LANE DRIVE,,North Fayette Township,Pittsburgh,Allegheny County,PA,15275,40.4560042,-80.18869791,POOLS (OUTDOOR),2022-08-02T11:30:00,2022-08-12T11:45:00,INITIAL INSPECTION,t,1,MANOWN MARYANN,2.5,,0.2,,,,7.4,,0,55,t,t,f,t,t,t,7/17/2023
127558,201077,10777,HAMPTON INN GREENTREE POOL,555 TRUMBULL DRIVE,,Green Tree,Pittsburgh,Allegheny County,PA,15205,40.41934038,-80.05382287,POOLS (OUTDOOR),2022-08-11T10:35:00,2022-08-15T11:05:00,INITIAL INSPECTION,t,1,MANOWN MARYANN,4,,0,,,,7.4,,55,,t,t,f,t,t,t,2/23/2024
127559,201078,2020,MOORE POOL/CITY OF PITTSBURGH,1801 PIONEER AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15226,40.40554986,-80.01393522,POOLS (OUTDOOR),2022-08-11T12:50:00,2022-08-15T13:25:00,FOLLOW UP INSPECTION,t,3,MANOWN MARYANN,1.5,1.5,0,0,,,7.4,7.4,45,1250,t,t,t,t,t,t,8/15/2022
127562,201136,2023,TRIMONT RESIDENTIAL CONDOS POOL,1 TRIMONT LANE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15211,40.43822854,-80.02018731,POOL (CONDO OUTDOOR),2022-08-11T13:45:00,2022-08-16T14:00:00,FOLLOW UP INSPECTION,t,4,MANOWN MARYANN,,,,,,,,,,,t,t,f,t,t,t,8/29/2022
127563,200577,9717,KAUFMANNS GRAND ON 5TH POOL,434 5TH AVENUE,,Pittsburgh,Pittsburgh,Allegheny County,PA,15219,40.43970233,-79.99807596,POOLS (OUTDOOR),2022-07-12T11:00:00,2022-07-18T11:30:00,FOLLOW UP INSPECTION,t,2,MURPHY COLLEEN,2,,0,,,,7.3,,,20,t,t,f,t,t,t,7/18/2022
127564,200579,2013,ORMSBY POOL / CITY OF PITTSBURGH,79 S 22ND STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15203,40.42913706,-79.97434189,POOLS (OUTDOOR),2022-07-15T14:05:00,2022-07-18T14:40:00,INITIAL INSPECTION,f,1,WOLFE CURRIER,1.2,1.8,0,0,,,7.4,7.4,<30,650,t,t,t,t,t,t,7/25/2022
127570,200614,1089,BOYCE MAYVIEW COMMUNITY REC CENTER - OUTDOOR POOL,1551 MAYVIEW ROAD,,Upper St Clair Township,PITTSBURGH,Allegheny County,PA,15241,40.33388993,-80.1126323,POOLS (OUTDOOR),2022-07-19T10:35:00,2022-07-19T11:11:00,INITIAL INSPECTION,t,1,WOLFE CURRIER,5,,0.2,,,,7.4,,42,1000,t,t,t,t,t,t,7/25/2022
127573,200634,1949,CRAWFORD SQUARE / POOL,510 PROTECTORY PLACE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15219,40.44209029,-79.98516633,POOLS (OUTDOOR),2022-07-11T11:15:00,2022-07-20T12:00:00,FOLLOW UP INSPECTION,t,2,ANDERSON IAN,2.4,,0,,,,7.8,,,70,t,t,f,t,t,t,7/25/2022
127574,200641,2043,FOWLER POOL,2438 WILSON AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15214,40.46885739,-80.01371022,POOLS (OUTDOOR),2022-07-19T09:45:00,2022-07-20T09:55:00,FOLLOW UP INSPECTION,t,5,NOBBS SCOTT,,,,,,,,,,,t,t,f,t,t,t,
127575,201147,2517,GRANDVIEW POINTE APTS POOL,1411 GRANDVIEW AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15211,40.43848893,-80.02133562,POOLS (OUTDOOR),2022-08-11T11:25:00,2022-08-17T12:00:00,FOLLOW UP INSPECTION,t,3,MANOWN MARYANN,3.5,,,,,,7,,,,t,t,t,t,f,t,9/9/2022
127576,201180,5426,CRAFTON BOROUGH SPLASH POOL,117 W STEUBENVILLE  STREET,,Crafton,PITTSBURGH,Allegheny County,PA,15205,40.39898926,-79.90386763,WADING POOL SYSTEM,2022-08-18T16:15:00,2022-08-19T16:16:00,FOLLOW UP INSPECTION,t,3,MANOWN MARYANN,,,,,,,,,,,t,t,t,t,t,t,10/25/2022
127578,201218,2448,MANORVIEW APTS POOL,101 MANORVIEW ROAD,,Scott Township,PITTSBURGH,Allegheny County,PA,15220,40.3944965,-80.06504338,POOLS (OUTDOOR),2022-08-18T15:10:00,2022-08-22T15:30:00,FOLLOW UP INSPECTION,t,2,ANDERSON IAN,,,,,,,,,,,t,t,f,t,t,t,8/23/2022
127579,201261,5982,NINETEEN NORTH APARTMENT POOL,1050 19TH NORTH DRIVE,,McCandless,PITTSBURGH,Allegheny County,PA,15237,40.56650574,-80.04156585,POOLS (OUTDOOR),2022-08-23T15:10:00,2022-08-24T15:30:00,FOLLOW UP INSPECTION,t,2,NOBBS SCOTT,,,,,,,,,,,t,t,t,t,t,t,8/25/2022
127580,201293,10879,NEWPORT SQUARE POOL,520 NEWPORT DRIVE,,Penn Hills,Pittsburgh,Allegheny County,PA,15235,40.45577779,-79.82964192,POOL (CONDO OUTDOOR),2022-08-25T15:00:00,2022-08-26T15:20:00,FOLLOW UP INSPECTION,t,2,WILSON ANGELA,,,,,,,7.4,,,,t,t,f,t,f,t,8/26/2022
127581,201297,1305,SAMPSON YMCA OUTDOOR POOL,2200 GOLDEN MILE  HIGHWAY,Rt#286,Plum,PITTSBURGH,Allegheny County,PA,15239,40.45807353,-79.7076382,POOLS (OUTDOOR),2022-08-24T14:10:00,2022-08-26T14:19:00,FOLLOW UP INSPECTION,t,2,WILSON ANGELA,,,,,,,,,,,t,t,f,t,t,t,8/26/2022
127582,201309,2031,BANKSVILLE POOL / CITY OF PITTSBURGH,1461 CRANE AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15220,40.4147718,-80.04016006,POOLS (OUTDOOR),2022-08-22T10:50:00,2022-08-26T10:55:00,FOLLOW UP INSPECTION,t,2,MANOWN MARYANN,,,,,,,,,,,t,t,t,t,t,t,8/29/2022
127583,201329,9958,ONE ON CENTRE APARTMENTS SPA,4500 CENTRE AVENUE,,Pittsburgh,Pittsburgh,Allegheny County,PA,15213,40.45139849,-79.95304405,SPA/HOT TUB (OUTDOOR),2022-08-26T13:46:00,2022-08-29T14:00:00,FOLLOW UP INSPECTION,t,2,WILSON ANGELA,,,,,,,,,,,t,t,f,t,t,t,7/28/2023
127584,201347,2210,HOLY FAMILY INSTITUTE-RESIDENTIAL STUDENTS POOL,8235 OHIO RIVER BOULEVARD,,Emsworth,PITTSBURGH,Allegheny County,PA,15202,40.51057216,-80.09954063,POOLS (SCHOOLS),2022-08-29T11:30:00,2022-08-30T12:30:00,FOLLOW UP INSPECTION,t,2,LAURIA D. ANTHONY,2.8,2.8,0,0,,,7.8,7.9,,150,t,t,f,t,t,t,8/31/2022
127585,201349,1007,LA FITNESS PLEASANT HILLS POOL,601 CLAIRTON BOULEVARD,,Pleasant Hills,PITTSBURGH,Allegheny County,PA,15236,40.33221382,-79.94402761,POOLS (INDOOR),2022-08-29T11:30:00,2022-08-30T12:00:00,INITIAL INSPECTION,f,1,CONLEY FAON,4,4,0,0,,,7.2,7.2,,325,t,t,t,t,t,t,8/31/2022
127591,201491,5781,MORROW PARK CITY APARTMENTS POOL,5250 LIBERTY  AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15224,40.4567333,-79.9402353,POOLS (INDOOR),2022-09-08T11:40:00,2022-09-08T11:50:00,INITIAL INSPECTION,t,1,WOLFE CURRIER,1.6,,0.2,,,,7.4,,,150,t,t,f,t,t,t,
127592,201492,8376,MORROW PARK CITY APARTMENTS SPA,5250 LIBERTY AVENUE,,Pittsburgh,Pittsburgh,Allegheny County,PA,15224,40.4567333,-79.9402353,SPA/HOT TUB (INDOOR),2022-09-08T11:20:00,2022-09-08T11:40:00,INITIAL INSPECTION,t,1,WOLFE CURRIER,2.6,,2,,,,7.2,,,38,t,t,f,t,t,t,
127594,201554,289,1000 GRANDVIEW AVE POOL,1000 GRANDVIEW AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15211,40.43712212,-80.01657079,POOL (CONDO OUTDOOR),2022-09-09T10:00:00,2022-09-13T10:30:00,FOLLOW UP INSPECTION,t,3,MANOWN MARYANN,,,,,,,,,65,,t,t,f,t,t,t,8/4/2023
127596,201658,1943,RIVERS CLUB / INDOOR POOL,301 GRANT STREET,Ste 411,Pittsburgh,PITTSBURGH,Allegheny County,PA,15219,40.43800708,-79.99861019,POOLS (INDOOR),2022-09-07T11:30:00,2022-09-20T11:45:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,1,,0,,,,7.4,,,110,t,t,t,t,t,t,9/7/2022
127597,201709,1944,RIVERS CLUB MEN'S SPA,301 GRANT STREET, #411,Pittsburgh,PITTSBURGH,Allegheny County,PA,15219,40.43800708,-79.99861019,SPA/HOT TUB (INDOOR),2022-09-20T12:30:00,2022-09-23T12:45:00,INITIAL INSPECTION,t,1,MURPHY COLLEEN,,,,,2,,7.2,,,30,t,t,t,t,t,t,10/21/2022
127598,201807,679,KINGSLEY COMMUNITY CENTER POOL,6435 FRANKSTOWN  AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15206,40.46146029,-79.91539965,POOLS (INDOOR),2022-09-28T14:30:00,2022-09-29T14:35:00,INITIAL INSPECTION,f,1,WILSON ANGELA,,,,,,,,,,,t,t,t,t,t,t,9/29/2022
127602,200970,1432,BRECKENRIDGE COMMUNITY POOL,1820 MICHAEL  DRIVE,,Baldwin,PITTSBURGH,Allegheny County,PA,15227,,,POOL (CONDO OUTDOOR),2022-08-08T11:30:00,2022-08-09T12:30:00,INITIAL INSPECTION,t,1,CONLEY FAON,5,5,0,0,0,0,7.4,7.4,,,t,t,t,t,t,t,8/9/2022
127606,201079,1510,CITY VISTA APARTMENTS - POOL,325 ELIZABETH DRIVE,,Green Tree,PITTSBURGH,Allegheny County,PA,15220,40.42703353,-80.03623483,POOLS (OUTDOOR),2022-08-11T14:25:00,2022-08-15T14:40:00,FOLLOW UP INSPECTION,t,4,MANOWN MARYANN,,,,,,,,,,,t,t,t,t,t,t,9/9/2022
127607,201108,1013,FAIRFIELD INN NEVILLE POOL,5850 GRAND AVENUE,,Neville Township,PITTSBURGH,Allegheny County,PA,15225,40.5137302,-80.13321022,POOLS (INDOOR),2022-08-15T14:30:00,2022-08-16T15:30:00,INITIAL INSPECTION,t,1,LAURIA D. ANTHONY,3,3,0,0,,,7.6,7.6,0,50,t,t,t,t,t,t,8/29/2022
127609,201130,2308,CASCADES POOL,100 E WEST DRIVE,,Ross Township,PITTSBURGH,Allegheny County,PA,15237,40.50658996,-80.02118139,POOLS (OUTDOOR),2022-08-15T14:50:00,2022-08-16T15:40:00,FOLLOW UP INSPECTION,t,2,NOBBS SCOTT,,,,,,,,,,117,t,t,f,t,t,t,8/18/2022
127612,200650,7062,ONE ON CENTRE APARTMENTS POOL,4500 CENTRE AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15213,40.45139849,-79.95304405,POOLS (OUTDOOR),2022-07-20T12:00:00,2022-07-21T12:40:00,FOLLOW UP INSPECTION,t,7,WILSON ANGELA,4,,0,,,,7.2,,,,t,t,f,t,t,t,6/23/2023
127613,200651,9958,ONE ON CENTRE APARTMENTS SPA,4500 CENTRE AVENUE,,Pittsburgh,Pittsburgh,Allegheny County,PA,15213,40.45139849,-79.95304405,SPA/HOT TUB (OUTDOOR),2022-07-20T11:40:00,2022-07-21T11:59:00,INITIAL INSPECTION,t,1,WILSON ANGELA,2.4,,0,,,,7.4,,<30,,t,t,f,t,t,t,7/28/2023
127615,200659,1227,COBBLESTONE CONDOMINIUM/ POOL,175 COBBLESTONE DRIVE,,Ohio Township,PITTSBURGH,Allegheny County,PA,15237,40.53913818,-80.08269736,POOL (CONDO OUTDOOR),2022-07-20T09:50:00,2022-07-21T10:00:00,FOLLOW UP INSPECTION,t,5,NOBBS SCOTT,,,,,,,,,,,t,t,f,t,t,t,7/25/2022
127618,200686,5481,EASTSIDE BOND APARTMENT POOL,6105 SPIRIT STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15206,40.46007757,-79.92325625,POOLS (OUTDOOR),2022-07-21T14:45:00,2022-07-22T15:15:00,FOLLOW UP INSPECTION,t,2,ANDERSON IAN,,,,,,,,,,,t,t,f,t,t,t,7/25/2022
127620,200694,2308,CASCADES POOL,100 E WEST DRIVE,,Ross Township,PITTSBURGH,Allegheny County,PA,15237,40.50658996,-80.02118139,POOLS (OUTDOOR),2022-07-21T14:40:00,2022-07-22T15:10:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,2.4,2.2,0.2,0,,,7.2,7.2,,,t,t,f,t,t,t,8/18/2022
127623,201148,5902,THE RIDGE @ ROBINSON POOL,1501 MEREDITH DRIVE,,Robinson Township,PITTSBURGH,Allegheny County,PA,15205,40.44197976,-80.14335684,POOLS (OUTDOOR),2022-08-11T15:25:00,2022-08-17T15:45:00,FOLLOW UP INSPECTION,t,4,MANOWN MARYANN,2.5,,,,,,,,,200,t,t,t,t,t,t,
127624,201149,8936,PARK WEST 205 APARTMENT POOL,1000 PARK WEST PLACE,,Robinson Township,Pittsburgh,Allegheny County,PA,15205,40.4331489,-80.14266355,POOLS (OUTDOOR),2022-08-11T15:55:00,2022-08-17T16:15:00,FOLLOW UP INSPECTION,t,3,MANOWN MARYANN,,,,,,,,,100,70,t,t,f,t,t,t,6/22/2023
127625,201152,2212,ETNA POOL, PINE STREET,,Etna,PITTSBURGH,Allegheny County,PA,15223,,,POOLS (OUTDOOR),2022-08-15T12:00:00,2022-08-17T12:30:00,FOLLOW UP INSPECTION,t,2,FREEMAN MICHELE,1.6,1.6,0.2,0.2,0,0,7.2,7.2,<50,450,t,t,f,t,t,t,8/18/2022
127626,201181,2362,CRAFTON BOROUGH POOL,117 W STEUBEN STREET,,Crafton,PITTSBURGH,Allegheny County,PA,15205,40.43820874,-80.0729088,POOLS (OUTDOOR),2022-08-18T16:16:00,2022-08-19T16:25:00,FOLLOW UP INSPECTION,t,3,MANOWN MARYANN,,,,,,,,,,475,t,t,t,t,t,t,8/22/2022
127628,201215,10979,THE VIEW NORTH HILLS POOL,1000 JOHNANNA DRIVE,,Ross Township,Pittsburgh,Allegheny County,PA,15237,40.54750291,-80.01407239,POOLS (OUTDOOR),2022-08-16T15:00:00,2022-08-22T15:30:00,FOLLOW UP INSPECTION,t,2,NOBBS SCOTT,,,,,,,,,,,t,t,f,t,t,t,8/22/2022
127629,201217,2461,JAMESTOWN CONDO POOL,500 ALDEN DRIVE,,Scott Township,PITTSBURGH,Allegheny County,PA,15220,40.39276731,-80.06084468,POOL (CONDO OUTDOOR),2022-08-18T13:10:00,2022-08-22T14:15:00,FOLLOW UP INSPECTION,t,6,ANDERSON IAN,1,1,,,,,7.4,7.6,,,t,t,f,t,f,t,8/22/2022
127631,201279,10717,CONNECTIONS AT SOUTH SIDE - POOL,2984 SIDNEY STREET,,Pittsburgh,Pittsburgh,Allegheny County,PA,15203,40.42505919,-79.96185879,POOLS (OUTDOOR),2022-08-24T13:00:00,2022-08-25T13:30:00,FOLLOW UP INSPECTION,t,2,CONLEY FAON,4.6,4.6,0.2,0.2,,,7.2,7.2,,120,t,t,f,t,t,t,8/26/2022
127632,201294,3906,SAMPSON FAMILY YMCA MAIN POOL,2200 GOLDEN MILE HIGHWAY,,Plum,PITTSBURGH,Allegheny County,PA,15239,40.45807353,-79.7076382,POOLS (INDOOR),2022-08-24T14:30:00,2022-08-26T14:40:00,FOLLOW UP INSPECTION,t,2,WILSON ANGELA,,,,,,,,,,,t,t,f,t,t,t,9/26/2022
127633,201295,1306,SAMPSON YMCA SPECIAL PURPOSE POOL,2200 GOLDEN MILE  HIGHWAY,Rt#286,Plum,PITTSBURGH,Allegheny County,PA,15239,40.45807353,-79.7076382,POOLS (OUTDOOR),2022-08-24T14:20:00,2022-08-26T14:29:00,FOLLOW UP INSPECTION,t,3,WILSON ANGELA,,,,,,,,,,,t,t,f,t,t,t,8/26/2022
127634,201313,10739,CAMBRIA SUITES PGH @ PPG PAINTS ARENA SPA,1320 CENTRE AVENUE,,Pittsburgh,Pittsburgh,Allegheny County,PA,15219,40.44009334,-79.98798104,SPA/HOT TUB (INDOOR),2022-08-24T11:10:00,2022-08-26T11:20:00,FOLLOW UP INSPECTION,t,2,ANDERSON IAN,,,,,,,,,,,t,t,f,t,t,t,1/5/2024
127636,201937,937,HAMPTON INN & SUITES SPA,1247 SMALLMAN STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15222,40.44713583,-79.99241264,SPA/HOT TUB (INDOOR),2022-10-03T10:45:00,2022-10-06T11:00:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,1,,0,,,,7.2,,,25,t,t,t,t,t,t,10/6/2022
127637,202046,9538,SPRINGHILL SUITES MT LEBANON POOL,611 WASHINGTON ROAD,,Mount Lebanon,Pittsburgh,Allegheny County,PA,15228,40.38268795,-80.04370817,POOLS (INDOOR),2022-10-11T11:15:00,2022-10-13T11:35:00,INITIAL INSPECTION,t,1,WOLFE CURRIER,4.2,,0.6,,,,7.4,,,46,t,t,f,t,t,t,12/1/2022
127639,202116,1097,MCKNIGHT HOTEL - POOL,4575 MCKNIGHT ROAD,,Ross Township,PITTSBURGH,Allegheny County,PA,15237,40.50452415,-80.01036738,POOLS (INDOOR),2022-10-17T15:10:00,2022-10-18T15:40:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,5.6,,0.6,,,,7.8,,,,t,t,f,t,t,t,12/22/2022
127640,202142,1098,MCKNIGHT HOTEL - HOT TUB,4575 MCKNIGHT ROAD,,Ross Township,PITTSBURGH,Allegheny County,PA,15237,40.50452415,-80.01036738,SPA/HOT TUB (INDOOR),2022-10-17T15:40:00,2022-10-19T16:00:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,4.4,,1,,,,7.8,,,,t,t,f,t,t,t,12/20/2022
127641,202207,7695,STAYBRIDGE SUITES POOL,239 SUMMIT PARK DRIVE,,North Fayette Township,Pittsburgh,Allegheny County,PA,15275,40.4483239,-80.17842659,POOLS (INDOOR),2022-10-11T11:15:00,2022-10-21T12:05:00,FOLLOW UP INSPECTION,t,2,MANOWN MARYANN,3.5,,0.5,,,,7.4,,,80,t,t,f,t,t,t,10/24/2022
127642,202332,2025,PGH BRASHEAR HIGH SCHOOL - POOL,590 CRANE AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15216,40.41809034,-80.01822688,POOLS (INDOOR),2022-10-26T12:45:00,2022-10-27T13:15:00,INITIAL INSPECTION,t,1,SCHLAICH ELLIOT,2.6,2.4,0,0,,,7.4,7.4,,,t,t,f,t,t,t,12/21/2022
127644,202536,7936,HYATT PLACE PITTSBURGH AIRPORT / POOL,6011 CAMPBELLS RUN ROAD,,Robinson Township,Pittsburgh,Allegheny County,PA,15205,40.44577752,-80.16081189,POOLS (INDOOR),2022-11-09T15:20:00,2022-11-10T15:55:00,INITIAL INSPECTION,t,1,MANOWN MARYANN,2.8,,0.6,,,,7.4,,,85,t,t,t,t,t,t,1/27/2023
127646,202654,1414,HYATT PLACE POOL,260 N SHORE DRIVE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15212,40.44665593,-80.00914723,POOLS (INDOOR),2022-11-16T11:30:00,2022-11-17T12:30:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,,,,,22.5,,7.6,,,60,t,t,f,t,t,f,1/18/2023
127647,201296,3901,SAMPSON FAMILY YMCA THERAPY POOL,2200 GOLDEN MILE HIGHWAY,,Plum,PITTSBURGH,Allegheny County,PA,15239,40.45807353,-79.7076382,POOLS (INDOOR),2022-08-24T14:41:00,2022-08-26T14:49:00,FOLLOW UP INSPECTION,t,2,WILSON ANGELA,,,,,,,,,,,t,t,f,t,t,t,9/26/2022
127648,201306,8956,LOFTS AT TERRAIN APARTMENTS - POOL,700 MANSFIELD AVENUE,,Green Tree,Pittsburgh,Allegheny County,PA,15205,40.41745617,-80.06512366,POOLS (OUTDOOR),2022-08-22T11:20:00,2022-08-26T11:40:00,FOLLOW UP INSPECTION,t,5,MANOWN MARYANN,,,,,,,,,,65,t,t,f,t,t,t,8/30/2022
127649,201314,10737,CAMBRIA SUITES PGH @ PPG PAINTS ARENA POOL,1320 CENTRE  AVENUE,,Pittsburgh,Pittsburgh,Allegheny County,PA,15219,40.44009334,-79.98798104,POOLS (INDOOR),2022-08-24T11:20:00,2022-08-26T11:30:00,FOLLOW UP INSPECTION,t,3,ANDERSON IAN,,,,,,,,,,,t,t,f,t,t,t,9/14/2023
